caption,tags,quote,actual_quote,child_len
at a dinner party where i’m the only person of color,"['xs', 'race', 'macro']",“YOU SHOULD JUST CALM DOWN AND GET OFF YOUR SOAP BOX. WE’RE ALL JUST TRYING TO HAVE FUN”,YOU SHOULD JUST CALM DOWN AND GET OFF YOUR SOAP BOX. WE'RE ALL JUST TRYING TO HAVE FUN,18
"Man selling t-shirts at a team meeting for scientists working on a NASA mission. I was one of only a few women scientists on the team. Made me feel isolated, unimportant.","['xs', 'gender']",“We don’t have any women’s shirts left. Everyone must have bought them for their wives.”,We don't have any women's shirts left. Everyone must have bought them for their wives.,15
My mother.,"['xs', 'sexuality', 'gender']","“It’s too bad you’ll never have kids, since you’re a lesbian.”","It's too bad you'll never have kids, since you're a lesbian.",11
"A friend of a friend, as I’m discussing institutionalized racism.","['xs', 'race']","“Racism is bad, but every stereotype has some truth.”","Racism is bad, but every stereotype has some truth.",9
While discussing the summer weather. I’m from Bogotá - the average temperature is 60°F.  I feel like nobody in the States bothers to understand that Latin@s are not just one monolithic entity.,"['xs', 'race']","“Oh, but you’re Latin, so you must love the heat!”","Oh, but you're Latin, so you must love the heat!",10
"A very left-wing male friend to me, a volunteer for a UK pro-choice campaigning group. People cannot get abortions in Northern Ireland, and the current Conservative government contains many anti-choice members. Made me feel hurt, minimised, and confused that someone so supposedly progressive could be so ignorant of the challenges facing the pro-choice movement in the UK.","['xs', 'gender']",“Why do we need to campaign for abortion rights in this country?”,Why do we need to campaign for abortion rights in this country?,12
"Really? I thought it was because I was a beautiful animal. Calculus 2 my freshman year. I left, ended up doing the project on my own. In 2006, Oregon. Made me question what of Asian I was suppose to be.","['xs', 'race']","“Oh come on, what kind of asian are you? Thats why you’re part of the team, to do the math.”","Oh come on, what kind of asian are you? Thats why you're part of the team, to do the math.",20
"Classmate. After a meaningful summer of helping to repair houses on a Native American reservation, I felt excited to share my experience with the class. Surprised and offended me.","['xs', 'race']","“So what, like, you built some teepees?”","So what, like, you built some teepees?",7
,"['xs', 'sexuality']",“The gay couple who moved in next door are not as comically flamboyant as the gay people on TV. It’s like they’re not even trying.”,The gay couple who moved in next door are not as comically flamboyant as the gay people on TV. It's like they're not even trying.,25
"My gynecologist’s reaction to me revealing, when she asked about my sexual activity, that I only have sex with women.  Made me feel like nothing I do with women will ever “count” the way it would if I was with men.","['xs', 'gender', 'sexuality']",“Oh… So I’m just going to put that you aren’t sexually active at this time.”,Oh … So I'm just going to put that you aren't sexually active at this time.,16
age: 16 (via microaggressions)(via microaggressions),"['race', 'reblog', 'xs']","“OH, THAT’S WHY YOU DON’T HAVE AN ACCENT: YOU’RE PART WHITE.”","OH, THAT'S WHY YOU DON'T HAVE AN ACCENT: YOU'RE PART WHITE.",11
"Strangers to me, a white woman with a black daughter.","['xs', 'race']",“Is she yours?”,Is she yours?,3
A Facebook status from a family member of mine.  When I point out the privilege and ableism of this statement the poster and friends accuse me of “crab mentality.”  Makes me feel that my family is ignorant and hateful of people who may be overweight or poor or unable to meet their exacting standards.,"['xs', 'class', 'body', 'ability']",“The only excuse for not exercising is being paralyzed.”,The only excuse for not exercising is being paralyzed.,9
,"['race', 'xs']","“I’m probably such a racist, but a black man dressed as Santa is just wrong.”","I'm probably such a racist, but a black man dressed as Santa is just wrong.",15
"A male cop in who walked into my office, speaking to me, a woman.","['xs', 'gender']","“Hello miss, are any of your bosses here?”","Hello miss, are any of your bosses here?",8
My mom,"['class', 'xs']",“I’m sick of wealthy people having to pay for all these services POOR PEOPLE DON’T EVEN DESERVE.”,I'm sick of wealthy people having to pay for all these services POOR PEOPLE DON'T EVEN DESERVE.,17
People when I tell people that my major is Queer Studies. I’m queer. The people who say it are usually straight. Makes me feel erased.,"['xs', 'sexuality']",“Can you please not use the word queer? It’s a derogatory word. It makes me uncomfortable.”,Can you please not use the word queer? It's a derogatory word. It makes me uncomfortable.,16
"High school student about my friend and countless other trans women. The teachers at our supposedly liberal, so-called alternative school ignored it every time.","['xs', 'gender', 'genderqueer']","“Oh my god, that’s a MAN.”","Oh my god, that's a MAN.",6
Every guy who feels entitled to insert himself into a conversation about sexism in order to say something ignorant and sexist.,"['xs', 'gender']",“Now let me just play Devil’s Advocate…”,Now let me just play Devil's Advocate …,8
